Amount,Hour,PreviousTransactions,International,NewDevice,HighRiskCountry,Fraud
11029.94,0,26,1,1,0,1
6326.71,21,23,1,1,1,1
14389.36,2,5,1,0,1,1
12080.8,3,21,0,0,0,0
8520.27,22,4,0,1,0,1
10441.97,22,9,1,1,1,1
11716.2,13,23,1,0,0,0
9012.31,18,2,1,1,1,1
10760.57,20,37,1,0,1,1
7672.73,16,17,0,0,0,0
3165.22,10,30,1,0,0,0
9273.75,3,7,0,0,1,1
9379.86,23,1,0,0,0,0
7137.46,5,14,0,1,0,0
6708.39,23,17,1,1,0,1
8251.27,0,5,0,0,0,0
8162.82,3,5,0,1,1,1
3981.7,3,10,0,0,0,0
13971.56,4,19,1,0,0,1
14163.17,7,0,0,0,1,1
4705.24,7,12,1,1,0,0
9173.94,8,0,1,0,1,1
1224.57,13,33,1,1,0,0
11527.52,23,27,1,0,0,0
5660.1,10,28,0,1,1,1
3726.58,14,18,1,1,0,0
1281.44,7,24,1,1,1,1
3539.06,8,29,1,0,1,1
1800.9,20,34,1,1,1,1
2223.69,23,37,0,1,0,0
3354.41,14,6,1,1,1,1
8303.84,6,22,0,0,0,0
4421.11,19,2,0,0,0,0
8896.87,19,6,0,1,0,0
13143.27,18,23,0,0,1,1
5690.95,7,15,0,1,1,1
6265.97,8,39,1,0,1,1
4862.83,10,2,1,1,1,1
3834.52,0,26,0,0,1,1
13661.98,14,6,1,1,0,1
11502.71,11,6,1,0,1,1
7917.55,17,0,0,0,0,0
7297.21,1,29,1,0,0,1
13407.52,17,38,1,0,0,0
7706.58,3,11,0,1,1,1
7973.4,20,13,0,0,0,0
13489.17,2,32,1,0,1,1
9481.12,5,24,0,0,0,0
12483.48,2,18,0,0,1,1
7573.2,15,37,1,0,0,0
10267.13,17,11,1,1,0,1
2789.08,3,12,0,1,1,1
14317.5,1,28,1,0,1,1
6610.16,21,27,1,1,0,1
12121.05,7,35,1,1,1,1
12511.91,18,4,1,0,0,0
7520.27,5,32,1,0,1,1
1249.63,1,5,1,1,1,1
2932.12,0,32,1,1,1,1
13260.64,12,9,1,1,1,1
1010.74,13,23,1,1,1,1
6788.05,15,30,0,1,1,1
10982.55,9,12,1,1,1,1
2228.37,3,27,0,0,1,0
9053.74,9,18,0,0,0,0
13092.5,9,35,1,1,0,1
13651.92,4,2,1,1,1,1
755.93,23,18,1,1,0,0
7089.83,2,25,0,1,1,1
3681.55,5,10,0,0,1,0
11049.73,4,10,0,1,1,1
2819.28,19,9,0,1,1,1
8628.43,15,3,0,1,1,1
928.39,23,5,1,0,0,0
2435.91,6,35,1,1,1,1
10888.23,7,19,1,1,0,1
8759.34,18,32,1,1,0,1
14646.67,22,37,1,0,1,1
875.14,14,36,1,0,0,0
13157.83,1,9,0,1,1,1
761.8,23,40,0,1,0,0
4342.73,19,23,1,1,1,1
5629.24,21,17,0,0,0,0
14040.75,0,20,0,1,1,1
2355.85,4,39,1,0,0,0
1235.34,1,24,0,1,0,0
539.08,16,15,1,0,1,1
12287.13,2,19,1,1,0,1
14735.96,22,35,0,1,0,0
2582.41,18,36,1,0,1,1
6033.06,23,27,1,1,0,1
6256.1,20,5,1,1,0,1
6064.21,15,36,0,1,1,1
11558.54,8,0,0,1,0,1
5404.08,14,4,1,1,0,1
987.25,21,1,1,0,0,0
8169.74,19,33,0,0,0,0
14409.69,11,6,1,0,1,1
13052.56,3,32,1,1,1,1
165.59,17,11,0,0,0,0
4054.45,7,4,1,0,1,1
14459.74,8,16,0,0,0,0
2515.08,2,23,1,0,1,1
2959.79,11,34,1,0,0,0
4809.7,12,11,1,0,0,0
5148.3,9,6,0,0,0,0
3692.73,3,11,1,1,1,1
13151.41,20,17,1,1,0,1
12710.53,2,9,1,0,0,1
9782.75,1,29,0,1,0,1
13696.42,12,18,1,0,1,1
9692.84,14,1,1,0,1,1
7577.98,20,26,1,1,1,1
1348.66,5,9,1,0,1,1
11375.02,6,8,0,1,0,1
11024.8,16,25,0,0,1,1
1649.17,1,25,1,0,1,1
9026.19,13,26,0,1,0,0
11193.62,3,0,1,0,0,1
5695.9,18,9,0,0,1,0
2983.69,22,7,0,1,1,1
8656.91,8,1,1,1,1,1
12283.11,21,20,0,0,0,0
12749.66,17,4,1,0,0,0
1621.64,9,1,0,1,0,0
117.23,9,11,0,1,0,0
13431.71,20,15,0,0,0,0
14894.78,11,17,0,1,1,1
6455.2,16,28,0,0,1,0
7434.29,6,23,0,1,0,0
9195.52,10,16,0,0,0,0
10959.14,17,5,0,1,1,1
1120.5,3,27,0,0,0,0
11255.42,21,37,1,1,0,1
5920.15,22,23,1,0,0,0
13068.75,8,11,1,0,1,1
12649.45,21,8,1,1,0,1
2504.68,16,26,0,0,1,0
5037.14,12,18,1,1,1,1
1959.52,3,18,0,0,0,0
14547.91,1,3,0,0,0,0
4466.59,20,25,0,0,0,0
1790.11,19,9,0,0,0,0
7950.61,16,31,1,1,0,1
9589.39,19,19,1,1,0,1
8024.92,12,9,1,0,0,0
8843.52,7,39,1,0,0,0
9139.03,23,22,0,1,1,1
3400.99,13,17,0,0,1,0
12614.22,5,16,0,0,1,1
955.42,18,9,1,0,1,1
9776.07,23,5,1,0,0,0
2694.16,17,31,1,0,1,1
5684.1,2,7,0,0,0,0
5749.01,13,39,1,0,0,0
9239.89,11,34,0,1,1,1
11163.6,22,30,1,0,1,1
11280.57,0,27,1,0,1,1
518.24,5,4,1,0,1,1
13013.23,9,29,0,1,1,1
8219.59,2,29,1,0,0,1
11461.22,4,19,1,0,0,1
12404.34,4,35,1,1,1,1
10519.09,13,35,0,0,1,1
11329.96,12,0,1,0,0,1
239.09,21,12,1,0,1,1
646.4,20,32,0,0,1,0
7681.5,22,5,0,0,0,0
12684.2,17,15,1,0,1,1
9723.14,13,11,0,1,0,0
999.35,12,16,1,0,1,1
12303.72,3,10,1,1,0,1
4927.67,8,34,1,0,1,1
383.58,17,37,1,1,1,1
12.72,3,14,1,0,0,0
3570.85,9,38,1,1,1,1
4114.57,20,32,1,0,1,1
12636.05,9,26,0,1,0,1
8544.19,14,14,1,0,1,1
2007.39,7,10,0,1,0,0
5376.53,18,29,0,1,0,0
1135.6,14,39,0,1,1,1
293.51,7,0,0,1,0,0
9377.94,6,34,0,0,0,0
4663.89,0,31,0,0,1,0
10072.38,23,28,1,1,1,1
5166.15,12,7,1,0,0,0
11561.1,12,3,1,0,1,1
14209.26,17,7,1,1,0,1
8468.65,15,20,0,0,0,0
12148.82,10,36,0,1,0,0
10208.97,4,8,1,1,1,1
6226.74,5,26,1,1,0,1
12213.77,0,24,0,0,1,1
7292.22,0,10,1,1,0,1
12197.55,17,18,0,1,1,1
11539.47,0,31,0,0,1,1
14327.05,0,18,0,0,1,1
13661.03,12,4,1,1,0,1
7333.68,15,33,1,0,0,0
1647.24,4,17,0,0,0,0
5119.7,1,23,0,0,0,0
14533.84,5,15,1,1,1,1
10906.04,21,5,0,1,1,1
7628.38,21,13,0,1,0,0
5879.79,3,15,1,1,1,1
10163.88,8,22,0,1,0,0
5182.02,20,7,0,0,0,0
3415.63,19,31,0,0,1,0
5674.66,14,34,0,1,0,0
6508.58,16,32,0,1,0,0
10357.95,8,37,1,0,1,1
9663.17,12,36,1,0,1,1
2281.88,22,19,1,0,1,1
12039.12,0,39,1,1,1,1
2483.71,16,34,1,0,1,1
11079.01,2,24,0,0,1,1
11547.46,6,6,0,0,0,0
4899.42,2,39,1,0,1,1
12811.57,7,31,0,1,1,1
13711.42,1,35,0,1,1,1
8376.46,18,23,0,0,0,0
11267.91,12,31,0,0,1,1
12958.35,10,7,0,1,1,1
927.24,16,37,0,0,1,0
7949.65,18,40,0,0,1,1
10437.7,21,14,0,1,1,1
9029.72,22,27,0,1,0,0
7139.09,18,21,0,1,1,1
10626.58,4,1,1,0,1,1
1758.47,1,31,0,1,1,1
2105.08,17,32,1,1,1,1
12434.22,7,6,0,0,0,0
2620.45,19,8,1,0,1,1
13501.38,3,10,0,0,1,1
166.53,8,31,1,1,0,0
13134.12,17,0,0,1,0,1
6561.37,3,24,1,1,1,1
13808.09,0,11,1,1,0,1
7465.29,6,2,0,0,1,0
12206.59,20,28,0,0,1,1
13980.99,22,3,0,0,0,0
4616.16,17,27,0,0,1,0
13428.49,7,23,1,0,1,1
8121.74,12,24,1,1,1,1
9375.18,13,9,0,1,1,1
4237.46,7,39,0,1,1,1
3287.71,10,2,1,1,1,1
2458.01,13,11,1,0,1,1
9313.27,23,4,0,1,0,1
6542.16,5,33,1,0,1,1
9250.23,5,10,0,0,0,0
6413.98,19,20,0,1,0,0
13415.75,17,30,0,1,0,0
14867.07,19,0,0,1,0,1
4791.59,6,12,0,0,0,0
10038.63,20,33,1,1,0,1
2608.76,19,34,1,0,1,1
529.8,22,31,1,0,1,1
9647.94,4,19,1,0,1,1
8424.25,9,28,0,0,1,1
6632.06,12,6,1,0,1,1
6911.86,9,4,1,0,1,1
2774.96,19,31,1,1,1,1
8929.34,9,1,0,1,0,0
9840.63,19,4,0,1,1,1
10476.06,14,14,0,1,1,1
4439.09,16,4,1,1,1,1
11092.0,9,24,1,1,0,1
163.4,0,15,1,1,0,1
6889.23,5,14,1,1,1,1
14074.45,0,22,0,0,1,1
4111.49,9,16,1,0,0,0
10300.41,14,29,0,0,1,1
12812.24,2,25,0,0,1,1
5411.1,11,12,1,0,1,1
8086.67,19,11,1,0,0,0
7948.21,4,38,1,1,1,1
3125.29,4,35,1,1,1,1
3542.82,6,40,1,1,0,0
5512.26,6,3,1,0,1,1
4364.58,18,14,1,1,1,1
10032.76,6,26,1,0,1,1
8084.16,1,37,1,0,0,1
8880.66,20,10,0,1,1,1
13352.51,10,34,0,0,0,0
13321.38,23,32,0,1,1,1
9677.38,9,39,1,1,0,1
6992.16,18,13,1,1,0,1
12100.6,1,15,0,0,1,1
82.09,8,21,0,0,1,0
10849.74,8,17,0,0,0,0
14785.94,4,6,1,0,1,1
5490.58,21,9,0,1,0,0
6756.03,16,34,0,0,0,0
6332.33,12,34,0,1,1,1
5076.01,15,21,1,0,0,0
9265.72,7,10,1,0,0,0
7406.56,15,37,0,0,0,0
10226.21,7,28,0,1,0,0
12682.36,16,34,1,0,1,1
14713.23,12,19,0,0,0,0
9593.66,11,24,0,1,1,1
7688.62,12,18,1,0,1,1
11159.2,1,40,1,0,0,1
6131.36,17,1,1,1,1,1
4281.38,16,25,0,1,1,1
5798.73,8,3,1,0,0,0
1768.79,20,39,0,0,1,0
10577.41,14,1,0,0,0,0
12708.15,13,9,0,0,0,0
5877.2,10,26,1,1,0,1
3201.07,7,31,1,1,0,1
12741.5,7,33,1,1,1,1
285.24,7,11,1,0,1,1
192.17,12,24,0,1,1,1
1371.35,8,16,0,1,1,1
10364.31,0,25,1,1,0,1
2171.08,18,26,0,1,1,1
4195.84,2,31,0,1,1,1
13848.99,3,30,0,1,1,1
6125.71,4,24,0,1,1,1
11099.53,2,14,1,1,1,1
1145.97,9,39,1,0,0,0
4835.99,14,22,1,0,0,0
1689.43,13,36,1,0,1,1
8938.83,22,40,0,1,0,0
6426.24,21,29,0,1,0,0
7204.24,13,21,1,0,1,1
9336.6,6,38,1,0,1,1
13825.74,13,8,0,1,1,1
4950.74,6,4,1,1,0,0
2651.93,19,1,1,0,0,0
6240.54,11,9,1,0,0,0
6698.18,3,1,1,1,0,1
8595.79,16,31,1,0,0,0
603.31,15,25,1,1,0,0
665.72,9,1,1,0,1,1
7883.99,22,32,1,0,1,1
11192.46,8,40,1,0,0,1
11956.92,1,18,0,1,1,1
6506.64,19,21,1,0,0,0
9617.28,17,18,0,1,1,1
4898.38,5,13,1,1,1,1
4898.65,22,36,1,0,0,0
262.26,11,14,1,1,0,0
10429.07,7,32,0,1,0,0
11866.39,7,10,1,0,0,0
6354.41,19,29,0,1,0,0
8033.55,9,25,0,1,1,1
6873.49,21,9,1,1,1,1
12773.92,0,32,1,0,1,1
4782.76,18,2,0,0,1,0
6610.6,1,5,1,0,0,0
259.58,11,29,0,0,0,0
8599.34,3,4,0,0,1,1
13637.49,17,11,0,1,1,1
11462.65,9,29,1,0,1,1
4675.2,20,20,0,0,0,0
2011.72,16,25,1,1,0,0
6778.76,17,28,1,0,1,1
13867.0,10,19,1,1,1,1
4443.0,10,16,1,1,0,0
9719.66,2,36,1,0,1,1
12583.37,3,15,0,0,0,0
1023.81,5,8,0,0,0,0
13994.19,20,24,0,1,1,1
899.65,10,40,1,0,1,1
14453.43,15,32,1,0,1,1
7977.58,22,15,0,0,1,0
2482.07,22,38,1,1,1,1
3381.28,3,26,1,0,0,0
466.31,9,25,0,1,0,0
3044.19,2,24,1,0,0,0
14229.78,0,25,0,0,1,1
4965.16,11,16,1,1,1,1
2922.52,12,25,0,1,1,1
4100.55,19,32,1,0,1,1
1467.4,9,28,1,1,0,0
1835.73,20,31,0,0,0,0
2065.95,23,7,1,1,1,1
2154.96,17,23,0,1,1,1
3273.06,4,15,1,0,0,0
2468.65,23,31,0,0,0,0
394.95,23,10,0,0,0,0
6164.93,5,34,0,1,1,1
8222.23,11,25,1,0,1,1
11036.95,1,19,0,0,1,1
6072.58,6,8,1,0,1,1
4913.51,7,33,1,0,1,1
1317.02,23,22,1,0,1,1
708.96,15,40,1,1,1,1
5943.98,8,1,1,0,0,0
2127.93,6,10,1,0,1,1
3200.02,10,17,1,1,1,1
190.46,18,17,1,0,1,1
8380.74,23,36,1,0,1,1
11464.46,9,17,1,0,0,1
8088.7,7,15,1,0,1,1
6762.79,20,2,1,1,1,1
2975.48,7,24,0,0,1,0
8340.83,0,19,0,0,0,0
7859.52,15,28,1,0,1,1
1136.39,2,12,1,0,1,1
4787.96,1,1,0,0,1,0
13404.41,14,32,1,1,1,1
11358.26,7,21,0,0,0,0
5399.21,21,40,1,0,0,0
4515.35,23,10,1,1,1,1
8632.28,7,1,1,0,1,1
3628.5,2,10,0,1,1,1
5707.59,23,18,0,0,0,0
10216.03,14,25,1,0,1,1
13468.51,1,31,1,1,0,1
3170.53,0,0,0,0,0,0
9066.3,20,13,1,1,1,1
5159.53,19,30,0,1,0,0
11441.78,15,14,0,1,0,0
10640.38,8,40,1,1,1,1
11496.57,22,26,1,0,1,1
13627.47,1,5,1,1,0,1
4930.92,13,14,0,0,1,0
7094.66,4,39,1,1,1,1
5944.69,17,15,0,1,1,1
8368.66,13,10,1,1,1,1
4437.74,8,23,0,1,0,0
4161.38,3,15,0,1,0,0
1710.52,12,29,0,1,0,0
14549.23,19,37,1,1,0,1
12701.76,0,1,1,0,0,1
10493.21,16,38,1,0,1,1
7233.08,12,27,1,1,1,1
3419.6,13,26,0,0,1,0
5304.69,1,30,0,1,1,1
2281.14,0,21,0,1,1,1
13243.31,6,31,0,0,0,0
2395.77,19,9,0,1,1,1
14932.21,17,38,0,0,1,1
8943.8,21,18,0,0,1,1
987.8,2,40,1,0,0,0
6796.89,7,17,0,1,1,1
9897.04,15,22,0,0,0,0
13894.25,23,27,1,1,1,1
12450.37,11,12,1,0,1,1
12829.98,1,23,0,1,1,1
380.53,10,26,0,1,1,1
8980.49,14,15,0,1,0,0
7490.82,14,6,0,1,1,1
12962.92,17,5,0,1,1,1
812.17,21,2,1,0,1,1
5425.04,14,31,1,1,0,1
4414.91,2,37,0,0,1,0
10060.1,22,25,0,1,1,1
3606.77,16,5,0,1,0,0
516.8,16,34,0,0,1,0
11023.63,16,23,0,0,0,0
3322.78,5,21,1,1,0,0
7070.69,12,25,1,1,1,1
5618.19,13,31,1,0,0,0
216.55,15,25,0,1,0,0
9430.64,23,32,0,1,1,1
6735.11,5,33,0,1,1,1
6811.86,0,17,1,1,1,1
3166.47,4,15,1,0,1,1
154.02,16,39,0,1,1,1
12116.73,12,18,1,0,0,0
8235.31,13,3,0,1,1,1
14525.54,8,24,0,1,0,0
1052.99,14,25,0,0,0,0
4028.79,23,14,0,1,0,0
10342.47,10,23,1,0,0,1
9152.14,0,3,1,0,0,1
12614.7,14,20,1,0,0,0
9306.21,12,16,0,1,1,1
11069.44,9,34,1,1,1,1
1819.62,2,38,0,1,0,0
12412.33,15,6,1,0,1,1
3609.12,0,4,0,1,0,0
6658.37,14,30,1,1,0,1
10339.3,12,28,1,0,0,0
9662.33,5,1,1,0,0,1
1974.07,19,20,0,1,0,0
2620.24,7,32,1,0,0,0
75.87,16,34,0,1,0,0
6399.98,22,8,1,0,0,0
9680.74,13,37,0,1,1,1
13586.53,3,6,0,1,0,1
6391.28,20,26,1,0,0,0
14649.92,3,25,0,0,1,1
11669.83,16,38,0,0,1,1
2818.25,23,30,0,0,1,0
14277.94,8,37,1,0,1,1
546.74,15,20,0,0,0,0
8559.77,7,35,1,1,1,1
13685.06,19,39,1,1,0,1
6069.27,19,32,0,1,0,0
11996.29,8,11,0,1,1,1
5630.56,7,5,1,1,1,1
4963.38,7,36,0,1,0,0
10866.41,13,11,0,1,1,1
9202.29,12,2,1,0,1,1
2718.17,8,24,1,1,1,1
11752.5,9,37,0,0,1,1
13440.29,18,21,1,0,1,1
8037.15,19,33,0,0,1,1
8936.81,20,26,1,1,1,1
9837.03,16,11,1,1,1,1
6061.15,18,0,1,1,0,1
10269.12,19,5,0,1,1,1
7174.91,3,4,0,1,1,1
13665.21,23,7,0,1,0,1
2564.79,15,16,1,0,0,0
7473.47,21,39,0,0,0,0
13556.85,10,9,0,1,0,1
3876.27,2,27,1,1,1,1
7706.86,3,40,0,0,1,1
2114.67,21,29,1,1,0,0
11813.23,19,29,0,0,1,1
13540.36,0,10,1,1,1,1
2670.2,16,15,0,0,1,0
10955.62,1,5,0,0,0,0
2326.7,7,40,1,0,0,0
10172.96,23,34,0,0,1,1
8440.24,2,11,0,0,1,1
10298.03,1,6,1,1,1,1
9017.73,13,12,1,1,0,1
12023.7,7,33,0,1,0,0
5933.21,14,34,0,1,0,0
4280.17,18,10,1,1,0,0
7139.56,21,28,1,1,1,1
5121.02,10,8,0,1,1,1
9133.67,17,37,0,0,1,1
841.43,6,15,0,0,0,0
1692.86,7,40,0,0,0,0
13630.13,9,29,0,0,1,1
14739.55,13,28,1,1,0,1
2066.32,19,28,1,1,0,0
7081.04,2,24,1,0,1,1
11327.86,19,14,1,0,0,0
12682.3,18,17,0,1,0,0
9891.39,8,15,0,0,1,1
11988.18,21,8,1,1,1,1
6509.46,22,19,0,1,0,0
12894.4,14,25,1,0,0,0
1021.85,22,17,0,1,1,1
10479.08,2,14,1,0,0,1
15.28,13,35,0,1,1,1
12051.15,12,14,1,0,1,1
11838.54,13,15,1,1,1,1
6391.45,10,37,0,0,1,1
4366.77,8,37,0,1,1,1
4583.68,16,22,1,1,1,1
10105.35,12,5,0,1,1,1
7693.23,3,14,1,0,1,1
260.31,0,6,0,1,0,0
2763.93,23,16,1,0,0,0
1024.04,19,14,0,1,0,0
4545.49,19,13,1,1,1,1
359.38,20,27,1,0,0,0
11131.92,23,5,0,0,1,1
11901.99,7,4,0,0,1,1
2954.66,12,14,0,0,0,0
6917.21,11,1,1,0,1,1
9981.71,2,19,0,0,0,0
3047.13,5,27,0,0,0,0
14923.05,21,12,1,1,1,1
993.93,20,27,1,0,0,0
9811.81,10,4,1,1,1,1
6102.67,19,4,1,1,1,1
11850.29,17,9,1,1,1,1
3789.88,5,30,1,0,1,1
4107.03,1,10,0,1,0,0
6220.74,2,37,0,1,1,1
13337.52,20,40,0,1,0,0
5041.27,20,37,1,0,1,1
13472.35,8,12,1,0,0,1
11654.13,5,24,1,0,0,0
6400.9,0,25,1,1,1,1
5921.03,11,26,0,0,1,0
5423.1,8,4,0,0,1,0
9040.43,4,23,1,0,1,1
6147.82,6,26,0,0,0,0
388.62,9,34,1,0,0,0
14944.22,23,8,1,0,1,1
14538.91,10,13,1,0,0,0
8343.74,21,16,1,1,1,1
7777.49,8,0,0,1,0,0
10584.88,0,16,1,1,1,1
8540.95,5,27,1,1,1,1
5670.47,17,33,0,1,0,0
11475.87,10,31,1,1,0,1
8785.51,23,12,0,1,0,0
2598.46,17,15,0,0,1,0
12063.62,15,34,1,0,1,1
9637.66,21,27,0,1,1,1
4132.03,18,0,0,0,0,0
6603.14,21,9,0,0,1,0
13455.16,8,34,1,0,0,0
5667.92,7,8,0,1,1,1
4075.73,23,22,0,0,1,0
13494.27,10,29,1,1,1,1
351.2,19,5,0,0,0,0
145.19,0,16,1,1,0,1
7842.54,23,22,0,0,1,0
10042.17,9,32,0,0,0,0
12308.65,20,30,1,1,0,1
1711.72,3,11,0,0,1,0
2408.93,21,21,0,0,0,0
9937.87,15,31,1,1,0,1
9581.41,14,27,1,1,1,1
3984.56,1,26,0,0,0,0
7207.04,11,37,1,0,1,1
6024.9,9,1,0,0,0,0
12275.16,20,13,0,1,1,1
8593.92,8,1,1,1,0,1
7628.4,17,37,1,0,0,0
6090.79,19,4,1,1,1,1
4804.77,5,34,0,1,0,0
3303.76,7,4,0,1,1,1
4781.88,5,37,1,1,0,0
6634.8,8,12,0,1,0,0
10134.06,19,12,0,1,0,1
14034.47,17,6,1,0,1,1
13116.96,20,24,0,0,1,1
7152.57,0,31,1,1,0,1
9965.67,5,32,0,0,0,0
2891.88,12,11,0,0,0,0
12247.76,12,12,0,1,1,1
9952.83,8,10,1,1,0,1
3423.7,16,0,0,0,0,0
2726.9,6,12,0,0,0,0
6067.2,0,19,0,1,0,0
14829.36,1,17,1,1,1,1
2716.2,12,4,1,1,0,1
1820.84,10,0,0,0,0,0
10978.06,23,38,1,1,0,1
11863.05,3,2,1,0,0,1
1027.15,0,39,1,0,1,1
5504.98,3,23,1,0,1,1
14177.34,2,4,0,1,1,1
100.66,16,30,1,1,1,1
12751.14,11,32,0,0,1,1
250.6,20,9,0,0,1,0
12709.62,15,24,1,1,0,1
8929.56,0,18,1,1,0,1
3023.34,20,1,0,1,1,1
5831.09,8,15,1,1,0,1
6590.06,21,27,1,0,1,1
3993.79,5,26,1,1,1,1
637.23,5,33,0,0,0,0
1887.87,7,14,0,0,1,0
8709.5,15,1,1,0,1,1
2339.03,10,34,0,0,1,0
14521.54,19,4,1,0,0,0
1165.9,2,8,0,1,1,1
385.69,3,10,0,1,0,0
2851.64,23,18,1,1,1,1
6148.44,5,15,1,0,1,1
1312.55,4,23,0,0,0,0
6865.72,3,22,1,1,0,1
6154.58,12,16,1,1,1,1
2984.58,20,8,1,0,1,1
11622.77,23,6,0,0,0,0
9338.5,18,3,0,0,0,0
12213.34,2,1,0,1,1,1
5569.29,5,27,1,1,1,1
12765.72,19,9,1,0,1,1
9976.77,5,18,0,1,1,1
12197.08,8,1,0,0,0,0
5476.6,9,11,1,1,0,1
8456.57,0,39,0,0,1,1
4821.0,15,13,0,1,1,1
3316.43,2,19,1,1,1,1
4455.8,4,2,1,0,1,1
1430.96,8,14,1,1,1,1
11181.59,4,39,1,1,1,1
5970.84,9,36,0,1,0,0
7710.16,7,15,1,1,1,1
6794.69,12,32,1,0,0,0
7925.87,19,33,1,1,1,1
9276.95,8,0,1,0,1,1
1943.86,19,10,1,1,0,1
7238.19,20,7,0,0,1,0
6119.31,9,17,0,0,0,0
11742.42,20,10,1,0,1,1
5871.48,12,26,1,0,1,1
3134.47,5,4,0,0,1,0
3708.78,7,22,1,1,1,1
8003.3,17,5,1,0,0,0
13212.85,23,1,1,0,1,1
9385.66,6,19,1,1,0,1
4105.97,22,15,0,1,0,0
1653.13,5,17,1,0,0,0
9404.52,23,11,1,0,0,1
4829.22,7,33,1,1,0,0
5271.16,19,19,0,1,0,0
9107.61,23,6,0,0,1,1
39.68,13,34,0,0,0,0
6786.47,21,7,1,1,0,1
10354.81,13,22,0,1,0,0
1236.83,10,3,1,0,1,1
7167.9,0,39,0,1,1,1
3259.39,7,38,1,1,0,1
5690.04,15,14,0,0,0,0
13379.41,11,20,1,1,0,1
8972.72,3,20,0,0,0,0
9323.2,1,39,1,1,0,1
9441.87,3,15,0,1,0,1
10038.12,16,39,0,0,1,1
13075.03,2,11,0,1,1,1
3495.0,9,19,1,0,1,1
2203.39,14,9,0,1,0,0
4677.35,17,39,0,1,0,0
13791.01,1,20,0,1,1,1
3374.04,14,20,0,0,0,0
8957.07,12,33,0,0,1,1
11522.84,4,23,0,1,1,1
10642.18,15,22,1,0,1,1
4938.83,13,12,0,0,1,0
2619.76,13,9,1,0,1,1
1263.09,8,6,1,0,0,0
1403.05,22,37,0,1,0,0
5812.57,12,39,1,1,1,1
14226.39,22,40,1,1,0,1
5056.84,9,30,0,1,1,1
12830.93,6,6,1,0,0,0
9677.86,6,38,0,1,1,1
1387.49,13,34,0,1,0,0
9000.97,8,23,0,0,1,1
4410.2,12,30,0,0,1,0
3368.62,3,33,0,1,0,0
12671.07,11,35,0,1,0,0
5334.03,13,4,1,1,0,1
12841.38,7,31,1,0,1,1
4845.31,8,19,1,0,0,0
8540.68,16,14,0,1,1,1
8125.46,22,5,1,1,1,1
14465.75,20,16,1,0,1,1
13723.43,11,22,1,0,0,1
4342.76,17,23,0,1,1,1
5850.32,12,27,0,0,0,0
8714.98,4,12,0,1,1,1
13218.3,13,0,1,1,0,1
4706.35,17,40,0,1,0,0
4733.54,16,10,0,0,0,0
4241.0,8,2,0,0,1,0
2777.96,23,3,1,0,0,0
7765.2,15,12,0,0,1,0
5806.14,15,19,0,1,1,1
10620.24,8,1,0,1,0,0
6582.25,6,16,1,1,0,1
2148.79,4,0,0,1,1,1
7206.39,2,36,0,0,1,1
11955.57,12,10,1,1,0,1
386.16,13,30,1,1,1,1
12912.91,12,7,0,0,0,0
3587.91,20,9,1,1,0,0
1206.71,5,25,1,0,0,0
9230.13,6,32,0,0,0,0
13628.14,13,24,1,0,0,0
11052.94,7,5,0,1,1,1
138.8,15,24,0,1,0,0
11962.98,20,18,0,0,0,0
5495.29,6,15,1,1,1,1
3920.72,11,32,0,0,0,0
1356.17,21,23,1,0,0,0
1178.09,19,38,0,0,0,0
10304.58,11,0,1,0,1,1
8379.24,4,37,1,0,0,1
4780.6,14,25,0,0,1,0
14719.91,14,29,1,1,1,1
1377.4,10,32,0,0,1,0
5640.97,22,20,1,0,1,1
8180.96,16,33,1,1,0,1
7401.99,19,13,0,1,0,0
5406.57,22,24,0,0,1,0
3552.47,8,36,1,1,0,0
4305.48,17,34,1,0,0,0
12506.58,11,20,0,0,1,1
8897.22,5,20,1,1,0,1
12918.42,17,21,1,1,0,1
8084.74,5,27,0,1,1,1
7128.06,14,13,0,1,1,1
11353.91,8,20,1,1,1,1
8719.3,16,39,1,1,1,1
737.18,0,18,1,0,0,0
163.93,19,17,1,0,0,0
6424.51,22,30,0,1,1,1
10720.63,6,27,0,1,0,0
6091.35,5,22,0,0,1,0
10527.09,10,33,1,0,0,0
11563.86,5,35,0,0,1,1
8667.09,12,12,1,0,0,0
7076.02,2,2,1,0,1,1
9811.34,20,29,1,1,1,1
13817.19,9,7,0,0,1,1
5773.81,6,3,0,1,0,0
9398.25,12,33,1,1,0,1
9521.26,22,21,1,0,0,0
1891.62,0,37,1,1,1,1
1194.61,23,5,0,1,0,0
3004.13,21,36,0,0,0,0
7806.37,8,11,1,1,0,1
9956.64,4,17,1,1,1,1
10924.08,4,19,1,0,1,1
1901.47,16,37,0,1,1,1
13738.91,18,30,1,1,0,1
7346.16,3,8,1,0,1,1
1069.12,17,24,0,0,0,0
5162.89,22,4,1,1,0,1
5149.91,14,0,0,1,1,1
12805.76,8,22,1,0,0,0
2822.33,9,21,0,0,0,0
10579.63,15,28,1,0,1,1
12692.07,7,7,0,0,0,0
4458.77,7,24,1,0,1,1
8781.8,18,40,0,0,0,0
4395.99,2,20,0,0,1,0
11874.85,2,2,0,1,0,1
806.6,8,27,0,1,1,1
4552.1,7,13,1,0,1,1
12996.68,3,4,1,0,0,1
10338.33,2,22,1,0,0,1
12835.15,10,7,0,1,0,0
